ChEMBL_ID,SMILES
CHEMBL1200648,[Br-].CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CCOCC5)[N+]6(CC=C)CCCC6
CHEMBL1200649,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@@H]3CC(=O)[C@H](CS[C@@H]4CN5CCC4CC5)CN3C(=O)[C@H](Cc6ccc(cc6)N(C)C)N(C)C(=O)[C@@H]7CCCN7C1=O)c8ccccc8
CHEMBL1200654,Cl.CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC
CHEMBL1200656,C[C@@H]1C\C=C\C=C\C=C\C=C\[C@@H](C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3\C=C\C(=O)O1)C[C@H](O)[C@H]2C(=O)O)O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O
CHEMBL1200659,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O.OC(=O)\C=C/C(=O)O
CHEMBL1200660,O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
CHEMBL1200661,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OC(C)C
CHEMBL1200664,[K+].CC(O)C(=O)[O-]
CHEMBL1200665,Cl.CCOC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c3ccccc3)CC1)c4ccccc4
CHEMBL1200666,C[C@H](\C=C\[C@@H](O)C1CC1)[C@H]2CC[C@H]3\C(=C\C=C/4\C[C@@H](O)C[C@H](O)C4=C)\CCC[C@]23C
CHEMBL1200668,[Cl-].[Cl-].[Ca+2]
CHEMBL1200672,[Na+].Cc1cc(O)c(cn1)C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)[O-])CSc4nnnn4C)c5ccc(O)cc5
CHEMBL1200673,[127Xe]
CHEMBL1200675,CN(C)CCOc1ccc(cc1)\C(=C(\CCCl)/c2ccccc2)\c3ccccc3.OC(=O)CC(O)(CC(=O)O)C(=O)O
CHEMBL1200678,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc2ccc(cc2)c3ccccn3)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.OS(=O)(=O)O
CHEMBL1200679,[Cl-].[Cl-].[Zn+2]
CHEMBL1200680,S=[Se]=S
CHEMBL1200681,[Na+].CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)[O-])CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3
CHEMBL1200682,[Na+].OCCCC(=O)[O-]
CHEMBL1200685,[133Xe]
CHEMBL1200686,CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\[C@@H]4CC[C@H](Cl)[C@@H](C4)OC)\C
CHEMBL1200688,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
CHEMBL1200689,O=[N]
CHEMBL1200691,[Mg+2].CC(=O)[O-].CC(=O)[O-]
CHEMBL1200692,CCCc1nc(c(C(=O)OCC2=C(C)OC(=O)O2)n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5)C(C)(C)O
CHEMBL1200693,[Cl-].[Cl-].[Mn+2]
CHEMBL1200694,FCOC(C(F)(F)F)C(F)(F)F
CHEMBL1200695,Cl.CC(N)C(O)c1ccccc1
CHEMBL1200696,[K+].[O-]Cl(=O)(=O)=O
CHEMBL1200699,O.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O
CHEMBL1200701,O.[Na+].Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)[O-])c4c(Cl)cccc4Cl
CHEMBL1200703,Cl.CNC1=Nc2ccc(Cl)cc2C(=[N+]([O-])C1)c3ccccc3
CHEMBL1200705,Br.CC(N)Cc1ccc(O)cc1
CHEMBL1200706,[OH-].[OH-].[OH-].[Al+3]
CHEMBL1200707,Cl.CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(=O)C
CHEMBL1200708,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.OC(=O)\C=C\C(=O)O
CHEMBL1200709,CCN(C(=O)\C=C\C)c1ccccc1C
CHEMBL1200710,Cl.CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13
CHEMBL1200711,CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC.CCOC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
CHEMBL1200712,[Na+].[Na+].[Na+].[Na+].Cc1cc(ccc1\N=N\c2ccc3c(cc(c(N)c3c2O)S(=O)(=O)[O-])S(=O)(=O)[O-])c4ccc(\N=N\c5ccc6c(cc(c(N)c6c5O)S(=O)(=O)[O-])S(=O)(=O)[O-])c(C)c4
CHEMBL1200714,CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O
CHEMBL1200715,Cl.CC(CNC1CCCCC1)OC(=O)c2ccccc2
CHEMBL1200718,[OH-].[OH-].[Mg+2]
CHEMBL1200721,[Na+].[Na+].C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(=O)([O-])[O-]
CHEMBL1200722,[Br-].[Br-].CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)N5CC[N+](C)(C)CC5)[C@@]2(C)C[C@@H]1N6CC[N+](C)(C)CC6
CHEMBL1200724,Cl.CN[C@@H](C)[C@@H](O)c1ccccc1
CHEMBL1200725,O[N+](=O)[O-].Clc1ccc(C(Cn2ccnc2)OCc3csc4c(Cl)cccc34)c(Cl)c1
CHEMBL1200727,[Cl-].[82Rb+]
CHEMBL1200728,Cl.NC(=N)N
CHEMBL1200729,[Na+].O[C@@H]([C@@H](COC(=O)CCC(=O)[O-])NC(=O)C(Cl)Cl)c1ccc(cc1)[N+](=O)[O-]
CHEMBL1200731,[Cl-].[K+]
CHEMBL1200732,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@@]5(F)[C@@H](O)C[C@]24C
CHEMBL1200733,FC(F)OC(F)C(F)(F)F
CHEMBL1200734,[Ca+2].CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)S(=O)(=O)c3ccc(N)cc3
CHEMBL1200735,Cl.COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O
CHEMBL1200736,[Mg+2].[O-]C(=O)[O-]
CHEMBL1200737,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
CHEMBL1200743,[Na+].CNC(=O)c1c(I)c(N(C)C(=O)C)c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c1I
CHEMBL1200744,[18F-].[Na+]
CHEMBL1200745,Cl.CC(C)NCC(O)COc1ccccc1OCC=C
CHEMBL1200747,[NH4+].CC(O)C(=O)[O-]
CHEMBL1200748,O.C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O
CHEMBL1200749,Cl.CCCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C
CHEMBL1200750,Cl.CC(CN1c2ccccc2Sc3ccccc13)N(C)C
CHEMBL1200751,O.Sc1ncnc2nc[nH]c12
CHEMBL1200756,Cl.Cc1ncc(CO)c(CO)c1O
CHEMBL1200757,[Br-].[Br-].CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1[N+]6(C)CCCCC6
CHEMBL1200758,[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
CHEMBL1200759,Cl.Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl
CHEMBL1200760,[Na+].[Na+].Oc1ccc(cc1C(=O)[O-])\N=N\c2ccc(cc2)C(=O)NCCC(=O)[O-]
CHEMBL1200761,COc1ccc(cc1)C(=C(c2ccc(OC)cc2)c3ccc(OC)cc3)Cl
CHEMBL1200762,[Na+].[Na+].C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-]
CHEMBL1200763,[Na+].[O-]C(=O)CNC(=O)c1ccccc1[131I]
CHEMBL1200764,[Cl-].CC(C[N+](C)(C)C)OC(=O)C
CHEMBL1200768,[Na+].CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3ccccc3)\c4csc(N)n4)C(=O)[O-]
CHEMBL1200769,CN(C)CCN(Cc1ccccc1)c2ccccn2.OC(=O)CC(O)(CC(=O)O)C(=O)O
CHEMBL1200770,CC(CN(C(=O)C)c1c(I)cc(I)c(N)c1I)C(=O)O
CHEMBL1200771,[Cl-].CC[N+](CC)(CC)CCC(O)(C1CCCCC1)c2ccccc2
CHEMBL1200772,[K+].CC(=O)CC(C1=C([O-])c2ccccc2OC1=O)c3ccccc3
CHEMBL1200773,Cl.CC(N)C(=O)Nc1c(C)cccc1C
CHEMBL1200774,C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
CHEMBL1200776,Cl.C[C@@H](NCCCc1cccc(c1)C(F)(F)F)c2cccc3ccccc23
CHEMBL1200778,Cl.C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
CHEMBL1200779,CS(=O)(=O)O.N[C@@H]1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F
CHEMBL1200781,Br.CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3
CHEMBL1200782,C[C@H](N)Cc1ccccc1.OC(=O)CCCCC(=O)O
CHEMBL1200787,Cl.CC(COc1ccccc1)N(CCCl)Cc2ccccc2
CHEMBL1200788,O.COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC
CHEMBL1200789,[Na+].OP(=O)([O-])OCC(Cl)(Cl)Cl
CHEMBL1200790,CCC1(CC)C(=O)NCC(C)C1=O
CHEMBL1200791,Cl.Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C
CHEMBL1200794,Cl.CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35
CHEMBL1200795,CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3.OC(=O)\C=C\C(=O)O
CHEMBL1200796,O.ClCCN(CCCl)P1(=O)NCCCO1
CHEMBL1200798,Cl.Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2
CHEMBL1200799,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COc2cccc(c2)C(F)(F)F
CHEMBL1200800,[Ca+2].CC(=O)[O-].CC(=O)[O-]
CHEMBL1200802,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
CHEMBL1200803,OC(=O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N3CCc4ccccc4[C@@H]3c5ccccc5
CHEMBL1200804,[K+].[O-]C(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
CHEMBL1200805,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C.OC(CC(=O)O)C(=O)O
CHEMBL1200806,[Na+].COc1ccc2cc(ccc2c1)[C@H](C)C(=O)[O-]
CHEMBL1200807,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(=N\O)\CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
CHEMBL1200809,Cl.CN1CCCC(CC1)N2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O
CHEMBL1200810,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C
CHEMBL1200813,Cl.CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C
CHEMBL1200814,[Na+].CC(=O)Nc1nnc(s1)S(=O)(=O)[NH-]
CHEMBL1200817,Cl.CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2
CHEMBL1200819,Cl.CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC
CHEMBL1200820,[Na+].CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)[O-])c4ccccc4)C(=O)C1=O
CHEMBL1200821,CCCOC(=O)CN1C=C(I)C(=O)C(=C1)I
CHEMBL1200822,CC(=O)O.FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2
CHEMBL1200825,Cl.CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
CHEMBL1200826,[Li+].[Li+].[O-]C(=O)[O-]
CHEMBL1200828,Cl.OC(CCN1CCCCC1)(C2CCCC2)c3ccccc3
CHEMBL1200829,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL1200830,[Fe+2].[O-]S(=O)(=O)[O-]
CHEMBL1200831,Cl.CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CC3(C[C@H]2C(=O)O)SCCS3
CHEMBL1200832,Cl.CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12
CHEMBL1200833,Cl.CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
CHEMBL1200836,O[N+](=O)[O-].Clc1ccc(CO\N=C(/Cn2ccnc2)\c3ccc(Cl)cc3Cl)c(Cl)c1
CHEMBL1200837,Cl.CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1
CHEMBL1200838,CC(C)(C)[SiH2]O[Si](C)(C)O[SiH2]C(C)(C)C
CHEMBL1200839,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CC(=O)Nc1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I
CHEMBL1200841,Cl.CCN(CC)CCOC(=O)c1ccc(N)cc1
CHEMBL1200843,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34.OC(=O)\C=C/C(=O)O
CHEMBL1200845,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl
CHEMBL1200848,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)C
CHEMBL1200850,[Na+].Nc1nc([O-])c2ncn(COC(CO)CO)c2n1
CHEMBL1200851,[Br-].C[N+]1(C)[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(O)c3ccccc3
CHEMBL1200852,[K+].CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
CHEMBL1200853,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
CHEMBL1200854,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1
CHEMBL1200855,[Na+].[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-]
CHEMBL1200859,[Na+].CCN(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3cc(ccc3S(=O)(=O)[O-])S(=O)(=O)[O-]
CHEMBL1200861,O[C@@H]([C@H](O)C(=O)O)C(=O)O
CHEMBL1200862,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
CHEMBL1200863,Cl.N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O
CHEMBL1200865,CCOC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)OCCl
CHEMBL1200866,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
CHEMBL1200868,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1
CHEMBL1200869,Cl.Cc1ncc([N+](=O)[O-])n1CCO
CHEMBL1200870,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2.OC(=O)\C=C/C(=O)O
CHEMBL1200873,Cc1ccc(cc1)N(CC2=NCCN2)c3cccc(O)c3.CS(=O)(=O)O
CHEMBL1200874,[Na+].CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1
CHEMBL1200875,Cl.CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4
CHEMBL1200877,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C
CHEMBL1200878,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C
CHEMBL1200879,[Na+].CC(=O)CC(C1=C([O-])c2ccccc2OC1=O)c3ccccc3
CHEMBL1200880,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c3ccccc3)CC1
CHEMBL1200881,Cl.CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C
CHEMBL1200883,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c2ncccn2
CHEMBL1200885,Cl.Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C
CHEMBL1200887,Cl.COc1cc(cc(OC)c1OC)C(=O)NCc2ccc(OCCN(C)C)cc2
CHEMBL1200890,Cl.COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O
CHEMBL1200891,Cl.CN1CCCN=C1COC(=O)C(O)(C2CCCCC2)c3ccccc3
CHEMBL1200893,Cl.CC(Cc1ccc2OCOc2c1)NCC(O)c3ccc(O)c(O)c3
CHEMBL1200895,NNCCc1ccccc1.OS(=O)(=O)O
CHEMBL1200896,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)O.NC(CO)(CO)CO
CHEMBL1200899,[Na+].CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I
CHEMBL1200901,Cl.CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c3cc(ccc13)C(F)(F)F
CHEMBL1200903,[Na+].CCCC(C)C1(CC=C)C(=O)NC(=O)[N-]C1=O
CHEMBL1200904,Cl.C[C@H](Cc1ccccc1)N(C)CC#C
CHEMBL1200906,[Br-].CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)c2ccccc2
CHEMBL1200907,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(=C(C[C@]35C)C#N)O)[C@@H]1CC[C@@H]2O
CHEMBL1200908,CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl
CHEMBL1200909,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
CHEMBL1200910,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c2ccc(N)cc2
CHEMBL1200912,Cl.CC(C)(N)Cc1ccccc1
CHEMBL1200914,Cl.CCOc1ccccc1OCCN[C@H](C)Cc2ccc(OC)c(c2)S(=O)(=O)N
CHEMBL1200916,Cl.CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1
CHEMBL1200920,Cl.CCC(NC(C)C)C(O)c1ccc(O)c(O)c1
CHEMBL1200922,CCC(C)C(C)(COC(=O)N)COC(=O)N
CHEMBL1200925,[K+].OP(=O)(O)[O-]
CHEMBL1200927,CN(C)CC[C@@H](c1ccc(Cl)cc1)c2ccccn2.OC(=O)\C=C/C(=O)O
CHEMBL1200928,[Zn+2].CC(=O)[O-].CC(=O)[O-]
CHEMBL1200929,[Zn+2].[O-]S(=O)(=O)[O-]
CHEMBL1200930,[Na+].COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C
CHEMBL1200932,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
CHEMBL1200933,[Br-].[Br-].C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2c3ccccc13)C4c5ccccc5c6ccccc46
CHEMBL1200934,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(=N\O)\CC[C@H]34)[C@@H]1CC[C@@]2(OC(=O)C)C#C
CHEMBL1200935,Br.NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c4ccccc4)c5ccccc5
CHEMBL1200936,O.CCN(CC)CCOC(=O)c1ccc(N)cc1.CC2(C)S[C@@H]3[C@H](NC(=O)Cc4ccccc4)C(=O)N3[C@H]2C(=O)O
CHEMBL1200937,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@H](C(C)C)[C@H](C)\C=C\C(=O)NC\C=C\C(=C\[C@@H](O)CC(=O)Cc3occ(n3)C2=O)\C
CHEMBL1200939,[NH4+].[Cl-]
CHEMBL1200940,O.Cl.CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
CHEMBL1200941,Cl.[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
CHEMBL1200944,[Na+].CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)[O-]
CHEMBL1200945,[Na+].[Na+].[Na+].[Ca+2].[O-]C(=O)CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-]
CHEMBL1200946,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
CHEMBL1200947,Cl.CC(C)NCC(O)COc1cc(C)c(OC(=O)C)c(C)c1C
CHEMBL1200948,CC(CN(C)C)CN1c2ccccc2CCc3ccccc13.OC(=O)\C=C/C(=O)O
CHEMBL1200949,Cl.NCCc1cc[nH]n1
CHEMBL1200950,[Br-].C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(c3ccccc3)c4ccccc4
CHEMBL1200951,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1
CHEMBL1200952,Cl.CN[C@@H](C)Cc1ccccc1
CHEMBL1200953,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC
CHEMBL1200955,Cl.COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)OCCN3CCOCC3
CHEMBL1200959,CN1CCC(CN2c3ccccc3Sc4ccccc24)C1
CHEMBL1200961,CN(C)CCC(c1ccc(Br)cc1)c2ccccn2.OC(=O)\C=C/C(=O)O
CHEMBL1200962,O.Cl.[Cl-].CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C[N+]3(C)CCCC3)\c4csc(N)n4
CHEMBL1200963,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCc2ccccc2
CHEMBL1200964,Cl.CN(C)CCC=C1c2ccccc2CCc3ccccc13
CHEMBL1200965,Cl.CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O
CHEMBL1200967,Cl.CN(C)CCOC(c1ccccc1)c2ccc(Br)cc2
CHEMBL1200968,[Na+].[Na+].C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)COP(=O)([O-])[O-])[C@@]4(C)C[C@H](O)[C@H]23
CHEMBL1200969,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc5cc(ccc5C(F)(F)F)C(F)(F)F
CHEMBL1200970,Cl.CCN(CC)C(C)CN1c2ccccc2Sc3ccccc13
CHEMBL1200971,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(=O)O
CHEMBL1200972,Cl.CN(C)CCC(O)(c1ccccc1)c2ccccc2Cl
CHEMBL1200973,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2OC(=O)CCC5CCCC5
CHEMBL1200974,CN(C)CCOC(c1ccc(Cl)cc1)c2ccccn2.OC(=O)\C=C/C(=O)O
CHEMBL1200975,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C
CHEMBL1200976,Cl.C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(=O)C
CHEMBL1200977,CC(O)C(=O)O.CC1=C(C=C(C#N)C(=O)N1)c2ccncc2
CHEMBL1200979,CC(C)(CO)[C@@H](O)C(=O)NCCCO
CHEMBL1200980,C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)O)ccc34)[C@@H]1CCC2=O.C5CNCCN5
