ChEMBL_ID,SMILES
CHEMBL1261,OC(=O)CC(O)(CC(=O)O)C(=O)O
CHEMBL144673,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
CHEMBL1262,Clc1ccc(CO\N=C(/Cn2ccnc2)\c3ccc(Cl)cc3Cl)c(Cl)c1
CHEMBL1263,OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc2ccccc2
CHEMBL1265,COc1ccc(cc1C23CC4CC(CC(C4)C2)C3)c5ccc6cc(ccc6c5)C(=O)O
CHEMBL146095,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23
CHEMBL1266,C1CC(C2=NCCN2)c3ccccc3C1
CHEMBL1271,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
CHEMBL1272,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3)ccc1C(=O)O
CHEMBL1274,CC1(C)NC(=O)N(C1=O)c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-]
CHEMBL1275,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34.CS(=O)(=O)O
CHEMBL1278,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
CHEMBL1279,CN[C@@H]1CCc2[nH]c3ccc(cc3c2C1)C(=O)N
CHEMBL1280,Cl.COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC
CHEMBL149972,[Na+].CCC1(C(=O)NC(=O)[N-]C1=O)c2ccccc2
CHEMBL1282,CC(C)Cn1cnc2c(N)nc3ccccc3c12
CHEMBL1286,CC[C@H](N1CCCC1=O)C(=O)N
CHEMBL1289,Clc1cc(Cl)c(OCC#CI)cc1Cl
CHEMBL1290,CC(C)(C)NC[C@H](O)COc1ccccc1C2CCCC2
CHEMBL345524,FC(F)(F)c1cccc(c1)N2CCN(CCOC(=O)c3ccccc3Nc4ccnc5cc(ccc45)C(F)(F)F)CC2
CHEMBL1291,CC(C)NCC(O)COc1cc(C)c(OC(=O)C)c(C)c1C
CHEMBL1292,CC(C)\N=C\1/C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5
CHEMBL1293,C\C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C)\C=C\C=C(/C)\C=C\C2=C(C)CCCC2(C)C
CHEMBL1294,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
CHEMBL1295,Clc1ccc(CCC(Cn2ccnc2)Sc3c(Cl)cccc3Cl)cc1
CHEMBL1296,CN(C)CCn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc4csc(N)n4)C3=O)C(=O)O
CHEMBL154111,OC(=O)c1ccccc1OC(=O)c2ccccc2O
CHEMBL1297,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
CHEMBL345714,Cc1cnc(c[n+]1[O-])C(=O)O
CHEMBL157101,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
CHEMBL170,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
CHEMBL346235,Cl.Cl.CCN(CC)CCOc1ccc2nc(sc2c1)N(C)C
CHEMBL1301,NC(=N)c1ccc(\C=C\c2ccc(cc2O)C(=N)N)cc1
CHEMBL1303,CCCN(CCc1cccs1)[C@H]2CCc3c(O)cccc3C2
CHEMBL349803,NS(=O)(=O)c1cc(cc(N2CCCC2)c1Oc3ccccc3)C(=O)O
CHEMBL1305,C(N(Cc1ccccc1)c2ccccc2)C3=NCCN3
CHEMBL1306,CC(C)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c5ccc(Cl)cc5Cl)cc2
CHEMBL1308,Cc1cn[nH]c1
CHEMBL350221,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O
CHEMBL1311,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+](=O)[O-]
CHEMBL157138,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34
CHEMBL1314,CC(S)C(=O)NCC(=O)O
CHEMBL1316,CC(C(=O)O)c1ccc2c(c1)[nH]c3ccc(Cl)cc23
CHEMBL346977,CC(CN1c2ccccc2Sc3ccc(cc13)S(=O)(=O)N(C)C)N(C)C
CHEMBL159226,CC(C)c1cc(OC(=O)C)c(C)cc1OCCN(C)C
CHEMBL1321,CNNCc1ccc(cc1)C(=O)NC(C)C
CHEMBL1323,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@H]3OCC[C@@H]23)S(=O)(=O)c4ccc(N)cc4
CHEMBL1324,Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)[N+](=O)[O-]
CHEMBL1326,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OP(=O)(O)O
CHEMBL162036,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(=O)C)cc1
CHEMBL1328,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N
CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1
CHEMBL167150,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
CHEMBL168815,CC1OC2(CS1)CN3CCC2CC3
CHEMBL167731,NCCNc1ccc(NCCN)c2C(=O)c3cnccc3C(=O)c12
CHEMBL1337,[O-][N+](=O)c1cc(ccc1C(=O)C2C(=O)CCCC2=O)C(F)(F)F
CHEMBL170988,NC(=N)NC(=N)NCCc1ccccc1
CHEMBL169901,NC(=N)N1CCc2ccccc2C1
CHEMBL354077,Nc1ccncc1N
CHEMBL354541,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)c3ccccc3c4ccc(cc4)C(F)(F)F)c5ccccc5c6ccccc16
CHEMBL1339,Cl.CCCc1nc(C)c2c(O)nc(nn12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4
CHEMBL354349,[Cl-].C[n+]1c2cc(N)ccc2cc3ccc(N)cc13
CHEMBL1341,COC(F)(F)C(Cl)Cl
CHEMBL1342,OCCCC(=O)O
CHEMBL1345,NC(=N)NCCN1CCCCCCC1.OS(=O)(=O)O
CHEMBL1346,NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c4ccccc4)c5ccccc5
CHEMBL175247,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
CHEMBL177756,OC(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc(O)ccc24
CHEMBL177367,[Ag+].[O-][N+](=O)[O-]
CHEMBL175691,Cc1cc(\C=C\C#N)cc(C)c1Nc2ccnc(Nc3ccc(cc3)C#N)n2
CHEMBL1349,CC(C)[C@H](N)C(=O)OCCOCn1cnc2C(=O)N=C(N)Nc12
CHEMBL180022,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C
CHEMBL1350,OP(=O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O
CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc12
CHEMBL1353,[Na+].OC(=O)[O-]
CHEMBL1354,[Na+].CC(=O)[O-]
CHEMBL1355,[Na+].[Na+].[Na+].OC(CC(=O)[O-])(CC(=O)[O-])C(=O)[O-]
CHEMBL1356,[Na+].[O-]C(=O)c1ccccc1
CHEMBL1357,[Na+].CC(O)C(=O)[O-]
CHEMBL1358,C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O
CHEMBL1359,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)Nc4cccc(c4)C(=O)O
CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL360055,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
CHEMBL1360,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]4(C)CCc5cc(OC)c(OC)cc5C4Cc6ccc(OC)c(OC)c6)cc1OC
CHEMBL185073,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1[N+]6(C)CCCCC6
CHEMBL1363,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
CHEMBL1364,Cc1ncc(CO)c(CO)c1O
CHEMBL184412,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c(CCCC)oc3ccc(NS(=O)(=O)C)cc23
CHEMBL363295,CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C
CHEMBL1368,[Na+].OP(=O)(O)[O-]
CHEMBL186314,[Na+].[Na+].[O-]C(=O)[O-]
CHEMBL439849,NC(=O)c1oc2ccc(cc2c1)N3CCN(CCCCc4c[nH]c5ccc(cc45)C#N)CC3
CHEMBL1370,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
CHEMBL361506,NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1.OCCS(=O)(=O)O.OCCS(=O)(=O)O
CHEMBL189171,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3
CHEMBL188952,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
CHEMBL1371,Clc1ccc2OC(=O)Nc2c1
CHEMBL361497,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
CHEMBL187709,CCN(CC)CCOc1ccc(cc1)C(O)(Cc2ccc(Cl)cc2)c3ccc(C)cc3
CHEMBL191083,CN(C)c1ccc2N=C3C=CC(=[N+](C)C)C=C3Sc2c1
CHEMBL1372,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
CHEMBL1373,NC(=O)C[S+]([O-])C(c1ccccc1)c2ccccc2
CHEMBL365795,CC(C(=O)O)c1ccc(s1)C(=O)c2ccccc2
CHEMBL175,CC(C)Cc1ccc(cc1)[C@H](C)C(=O)O
CHEMBL190677,OC(C(=O)c1ccccc1)c2ccccc2
CHEMBL189963,CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O
CHEMBL364713,COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5c(OC)c34
CHEMBL1377,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1
CHEMBL1378,CCSc1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1
CHEMBL193240,FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl
CHEMBL1380,Nc1nc(NC2CC2)c3ncn([C@@H]4C[C@H](CO)C=C4)c3n1
CHEMBL1382,CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C
CHEMBL370143,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
CHEMBL1384,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL193482,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O
CHEMBL1387,C[C@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@@H]1CC[C@@]2(O)C#C
CHEMBL1388,Oc1ccc(OCc2ccccc2)cc1
CHEMBL1389,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
CHEMBL1393,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13
CHEMBL1395,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL198362,Clc1ccc(s1)C(=O)NC[C@H]2CN(C(=O)O2)c3ccc(cc3)N4CCOCC4=O
CHEMBL1396,C1NCC2CC1c3cc4nccnc4cc23
CHEMBL177,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O
CHEMBL370805,COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3
CHEMBL1397,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@@H]5CO[C@](Cn6cncn6)(C5)c7ccc(F)cc7F)cc4
CHEMBL372795,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O
CHEMBL178,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C
CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(c1)C(C)(C)C#N
CHEMBL1401,CC(=O)Oc1ccccc1C(=O)Nc2ncc(s2)[N+](=O)[O-]
CHEMBL201960,CCCC(N1CCCC1)C(=O)c2ccc(C)cc2
CHEMBL204656,COc1cc2N(C=C(C(=O)O)C(=O)c2cc1Cc3cccc(Cl)c3F)[C@H](CO)C(C)C
CHEMBL383634,COc1ccc2c(c1)C(=O)N(CCc3ccc(cc3)S(=O)(=O)NC(=O)NC4CCCCC4)C(=O)C2(C)C
CHEMBL1404,COc1ccccc1OCC(O)CN2CCN(CC(=O)Nc3c(C)cccc3C)CC2
CHEMBL203266,COc1ccc(CN2CCNCC2)c(OC)c1OC
CHEMBL206253,CN(C(=O)C(C)(C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c2cnc(cc2c3ccccc3C)N4CCN(C)CC4
CHEMBL1405,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O
CHEMBL205596,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
CHEMBL1409,COCCCC\C(=N/OCCN)\c1ccc(cc1)C(F)(F)F.OC(=O)\C=C/C(=O)O
CHEMBL1410,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1
CHEMBL427216,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
CHEMBL383675,Oc1cccc(c1)c2c3CCc(n3)c(c4cccc(O)c4)c5ccc([nH]5)c(c6C=Cc([nH]6)c(c7cccc(O)c7)c8ccc2n8)c9cccc(O)c9
CHEMBL379845,COC(=O)c1cccnc1
CHEMBL211456,CN[C@@H](C)[C@H](O)c1ccccc1
CHEMBL1412,C1CNCCN1
CHEMBL1413,CC1=CC(=O)N(O)C(=C1)C2CCCCC2
CHEMBL443052,OB1OCc2cc(F)ccc12
CHEMBL211471,COS(=O)(=O)[O-].CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C
CHEMBL215645,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C.OC(C(O)C(=O)O)C(=O)O
CHEMBL378544,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1.OS(=O)(=O)O
CHEMBL1419,CC(C)CC(N(C)C)C1(CCC1)c2ccc(Cl)cc2
CHEMBL1420,C[n+]1ccccc1C=NO
CHEMBL218394,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC3CCC3)C(=O)C(=O)N)C2(C)C)C(C)(C)C
CHEMBL385517,N[C@H](C(=O)N1[C@@H](C[C@@H]2C[C@H]12)C#N)C34CC5CC(CC(O)(C5)C3)C4
CHEMBL1421,Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4
CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F
CHEMBL1423,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5
CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
CHEMBL1425,Sc1ncnc2nc[nH]c12
CHEMBL219916,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1
CHEMBL181,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
CHEMBL374478,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O
CHEMBL218650,C[C@]1(COc2ccc(cc2)N3CCC(CC3)Oc4ccc(OC(F)(F)F)cc4)Cn5cc(nc5O1)[N+](=O)[O-]
CHEMBL1428,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
CHEMBL182,Nc1nc(O)c2ncn(COC(CO)CO)c2n1
CHEMBL184,Nc1nc(O)c2ncn(COCCO)c2n1
CHEMBL374731,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O
CHEMBL218490,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(=O)(=O)N
CHEMBL220491,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(cc12)S(=O)(=O)N
CHEMBL220492,CC1(C)O[C@@H]2CO[C@@]3(COS(=O)(=O)N)OC(C)(C)O[C@H]3[C@@H]2O1
CHEMBL221959,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N
CHEMBL185,FC1=CNC(=O)NC1=O
CHEMBL1430,CC(C)(S)[C@@H](N)C(=O)O
CHEMBL1431,CN(C)C(=N)NC(=N)N
CHEMBL376897,C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)[C@H](CO)c4ccccc4
CHEMBL1433,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O
CHEMBL1434,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C
CHEMBL1435,Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn4cnnn4)C3=O)C(=O)O)s1
CHEMBL1436,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)N)\c3occc3
CHEMBL222645,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(F)cccc4Cl
CHEMBL186,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[N+]3(C)CCCC3)\c4csc(N)n4
CHEMBL374975,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]3(C)[C@H]2[C@H](O)C[C@H]4\C(=C(/CCC=C(C)C)\C(=O)O)\[C@H](C[C@]34C)OC(=O)C
CHEMBL222559,CCC[C@@]1(CCc2ccccc2)CC(=C([C@H](CC)c3cccc(NS(=O)(=O)c4ccc(cn4)C(F)(F)F)c3)C(=O)O1)O
CHEMBL222863,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@H](O)[C@H](O)[C@H]1O
CHEMBL1437,NC[C@H](O)c1ccc(O)c(O)c1
CHEMBL222813,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(=O)O
CHEMBL1439,[Na+].C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)S1(=O)=O)C(=O)[O-]
CHEMBL224325,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1
CHEMBL376140,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C
CHEMBL376488,COc1nc2ccc(Br)cc2cc1[C@@H](c3ccccc3)[C@@](O)(CCN(C)C)c4cccc5ccccc45
CHEMBL1440,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O
CHEMBL1441,CCc1cc(ccn1)C(=S)N
CHEMBL225071,CN(Cc1ccc2NC(=NC(=O)c2c1)C)c3ccc(s3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
CHEMBL225072,NC1=NC(=O)c2c(CCc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)c[nH]c2N1
CHEMBL387675,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@@H](C)OC(=O)[C@H](CC(=O)c4ccccc4N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)CNC3=O)[C@H](C)CC(=O)O
CHEMBL389621,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
CHEMBL1443,CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O
CHEMBL388590,CCc1oc2ccccc2c1C(=O)c3cc(Br)c(O)c(Br)c3
CHEMBL1444,N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3
CHEMBL223228,FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC3CC3
CHEMBL227529,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(Cc3ccccc3C#N)C1=O.OC(=O)c4ccccc4
CHEMBL1445,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
CHEMBL376359,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(Cc3ccccc3C#N)C1=O
CHEMBL1446,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.OS(=O)(=O)O
CHEMBL1447,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O
CHEMBL1448,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-]
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O
CHEMBL1450,OC1=C([C@@H]2CC[C@H](CC2)c3ccc(Cl)cc3)C(=O)c4ccccc4C1=O
CHEMBL229128,Cc1ccccc1OCC(O)CO
CHEMBL189,CC1=C(C=C(C#N)C(=O)N1)c2ccncc2
CHEMBL1451,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO
CHEMBL190,CN1C(=O)N(C)c2[nH]cnc2C1=O
CHEMBL1454,C1CN2C[C@@H](N=C2S1)c3ccccc3
CHEMBL1455,CN(C)c1nc(nc(n1)N(C)C)N(C)C
CHEMBL1456,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)OCCN3CCOCC3
CHEMBL1457,COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C
CHEMBL396778,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(=O)N
CHEMBL231068,FC(F)(F)c1cccc(c1)N2CCN(CCN3C(=O)Nc4ccccc34)CC2
CHEMBL243712,CCN1CCCC1CNC(=O)c2cc(c(N)cc2OC)S(=O)(=O)CC
CHEMBL244888,Oc1ccc(cc1)C(=O)N\N=C\c2oc(cc2)[N+](=O)[O-]
CHEMBL242580,CC1=CC(=O)N(O)C(=C1)C2CCCCC2.NCCO
CHEMBL395091,CN[C@@]1(CCCCC1=O)c2ccccc2Cl
CHEMBL1460,OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)NC=Nc23
CHEMBL231884,COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2
CHEMBL1463,NC1=C(F)C=NC(=O)N1
CHEMBL1464,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3
CHEMBL397420,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccc(cc3)[N+](=O)[O-]
CHEMBL1465,CCC(C1=C(O)c2ccccc2OC1=O)c3ccccc3
